EmployeeID,JoinDate,LastPromotionDate,Age,Gender,Department,Location,JobLevel,EngagementScore,PerformanceScore,ManagerSatisfaction,NumTrainingsCompleted,TenureYears,LeftCompany,AttritionReason
2430,2016-12-06,2024-12-04,51,Other,Marketing,Dubai,3,9.674801204831073,3.8999965529436063,3.699030832158407,6,8,1,Better offer
2431,2018-04-28,2021-04-27,40,Other,Product,New York,1,6.763578316422673,3.6494124849208887,4.942917086935472,0,6,0,
2432,2022-08-20,2022-08-20,45,Male,Engineering,New York,5,3.1401885069902096,1.9524302058636889,3.744732629019194,3,2,0,
2433,2022-02-19,2024-02-19,37,Female,Sales,Dubai,1,3.6916875207655027,4.4852283728730376,1.8704435875634782,1,3,1,Manager conflict
2434,2018-12-05,2024-12-03,48,Other,Engineering,Dubai,5,6.8548349769289,5.0,4.3750414842269185,6,6,0,
2435,2012-03-20,2019-03-19,53,Other,Marketing,Berlin,3,6.85260139808126,2.4816284368654817,2.662362684872356,9,13,0,
2436,2017-09-18,2023-09-17,26,Other,Engineering,New York,3,3.517119423032182,3.9534220836935763,4.39372295718373,3,7,0,
2437,2014-09-25,2022-09-23,41,Male,HR,Remote,3,10.0,3.9242641851560456,3.7259396812600314,10,10,0,
2438,2015-08-05,2017-08-04,48,Female,Product,Remote,3,7.490292681993277,1.8485557496358096,5.0,8,9,0,
2439,2012-06-10,2024-06-07,54,Male,Sales,New York,1,8.797524792757093,3.556386978331701,2.1926033694142557,2,12,0,
2440,2014-06-07,2024-06-04,32,Male,Engineering,New York,1,7.5627488601438175,3.222828890017328,3.44806449453424,2,10,0,
2441,2012-08-01,2024-07-29,51,Other,Product,Berlin,4,3.737044672437955,2.03449287097607,2.76690644066096,10,12,0,
2442,2014-01-21,2014-01-21,38,Female,HR,Berlin,1,5.72602376458224,3.8566450794751406,2.2254929994557116,0,11,0,
2443,2022-08-04,2022-08-04,30,Other,Product,Dubai,1,8.962758642543314,3.789374316196075,3.387398250823478,9,2,0,
2444,2016-12-12,2021-12-11,40,Male,Product,Dubai,2,5.43020592435781,3.33972101001589,5.0,9,8,0,
2445,2013-05-05,2017-05-04,30,Female,Engineering,Dubai,5,7.07981456532418,4.912723609968756,2.6718364016988723,8,11,0,
2446,2017-02-19,2023-02-18,51,Other,Marketing,Dubai,5,6.027751300049022,4.059699064220976,4.892310169529917,7,8,1,Manager conflict
2447,2021-03-03,2023-03-03,34,Female,Engineering,New York,3,5.589315153709375,3.146141037179896,5.0,7,4,1,Lack of growth
2448,2018-12-04,2019-12-04,54,Other,HR,Remote,1,8.609241256974636,3.903803130829264,3.0978811859714943,0,6,1,Manager conflict
2449,2021-12-16,2023-12-16,43,Other,Product,New York,4,2.0264168113706766,4.539714876188584,2.713740432878035,3,3,0,
2450,2014-11-26,2023-11-24,23,Female,HR,Berlin,3,6.295150572079746,3.019685081594344,5.0,9,10,0,
2451,2019-09-23,2022-09-22,45,Other,Marketing,Remote,3,6.44177623774128,3.165635264835246,3.571367809003441,3,5,0,
2452,2020-09-01,2020-09-01,40,Female,HR,New York,5,5.697444037940724,3.7796574836121004,4.895234202427418,4,4,0,
2453,2012-05-18,2020-05-16,43,Female,Marketing,New York,5,10.0,3.654930981188195,3.77906043612839,2,12,0,
2454,2018-09-23,2023-09-22,36,Other,Product,Remote,3,4.940229975874583,4.055742178042893,5.0,0,6,1,Better offer
2455,2016-10-12,2019-10-12,44,Male,HR,New York,1,4.556880005448116,4.6205914322833,4.7826889511420525,7,8,1,Relocation
2456,2019-09-27,2023-09-26,51,Female,Product,Remote,2,4.025950694956114,3.096502067055769,4.4864504047147316,10,5,1,Manager conflict
2457,2012-02-15,2014-02-14,43,Male,Marketing,New York,5,4.593302877370087,2.1135315357768762,4.494878384198928,5,13,1,Better offer
2458,2022-12-05,2023-12-05,45,Female,Product,New York,4,7.065893141484817,4.452488460484629,3.3976484683464103,5,2,0,
2459,2012-12-11,2019-12-10,43,Male,Sales,Remote,1,5.02791204246206,2.3500342193868886,3.3523735792391895,3,12,0,
2460,2014-03-24,2016-03-23,44,Female,Marketing,New York,3,7.1701376561729,1.853428434301935,1.6661301759722575,8,11,0,
2461,2019-12-08,2023-12-07,40,Female,Sales,Berlin,5,8.862542064404899,3.6253590556178916,4.81530972099193,9,5,0,
2462,2020-06-14,2024-06-13,55,Female,HR,Dubai,2,9.607357920891387,2.8045803456661713,1.4964344083781413,3,4,0,
2463,2022-01-25,2025-01-24,41,Male,Marketing,Remote,1,8.69444265934365,4.880806588455009,3.4486346029182893,4,3,1,Retired
2464,2018-07-15,2019-07-15,40,Female,Engineering,New York,4,8.777561623844258,4.47048845961338,1.9900824447592547,2,6,0,
2465,2013-06-11,2015-06-11,53,Female,Product,Berlin,1,10.0,3.832655071477108,4.534532474227549,0,11,0,
2466,2014-07-19,2019-07-18,49,Female,Engineering,New York,5,7.121234456932297,2.7821467856459643,4.455036574809472,2,10,0,
2467,2013-10-18,2017-10-17,29,Other,Marketing,New York,4,6.037674449264655,4.313636148642235,4.368767292883241,8,11,0,
2468,2022-10-11,2022-10-11,33,Other,Marketing,Berlin,5,8.297806419738219,2.470389028910599,3.7723183325602974,10,2,0,
2469,2014-03-14,2016-03-13,46,Male,Product,Dubai,4,2.557996561600178,3.4440864979451398,1.9996959176955873,0,11,1,Better offer
2470,2015-04-17,2018-04-16,25,Male,Marketing,Berlin,2,6.527596155466866,3.6592185147158833,2.4327690646116036,2,9,0,
2471,2021-01-12,2022-01-12,28,Other,HR,Remote,5,8.647788340366992,3.1272652125677807,5.0,2,4,0,
2472,2019-11-14,2023-11-13,26,Other,Marketing,Dubai,4,8.587913616018238,2.345587783437024,4.368626256342163,9,5,0,
2473,2020-12-16,2023-12-16,23,Male,Product,Dubai,4,4.936625756813906,3.2920970105007594,3.3925915626061545,10,4,0,
2474,2016-02-08,2024-02-06,48,Male,HR,Dubai,4,10.0,5.0,3.3242607719799513,1,9,0,
2475,2017-06-05,2020-06-04,39,Female,Engineering,Remote,4,6.114037264478621,1.7178849180151712,1.0,0,7,1,Better offer
2476,2020-03-20,2020-03-20,47,Male,HR,Dubai,1,5.271923676901178,4.367805459542446,3.7728860947899445,10,5,1,Manager conflict
2477,2017-11-25,2022-11-24,55,Other,Marketing,Berlin,5,5.90312263360391,3.1812363111337474,3.830502602444257,4,7,1,Relocation
2478,2020-09-03,2021-09-03,40,Other,Sales,Berlin,2,5.576072968163271,2.851539989057582,3.7776347892095488,4,4,1,Better offer
2479,2016-12-08,2022-12-07,36,Other,Marketing,Dubai,5,7.283762524491169,2.465402040393345,4.280801154550503,9,8,0,
2480,2020-03-16,2023-03-16,35,Other,Sales,Remote,1,7.351821934202823,2.633452914358929,3.292901278965867,10,5,1,Manager conflict
2481,2017-01-08,2021-01-07,43,Female,Product,Berlin,4,10.0,2.9779572342590064,3.239851827299819,8,8,0,
2482,2016-05-05,2017-05-05,49,Female,HR,Remote,1,5.643098077821658,1.8055641685416444,4.076404033802499,1,8,0,
2483,2020-05-21,2024-05-20,33,Male,Product,Dubai,5,5.7778112869282685,3.1288375294794672,2.9128885060738963,10,4,0,
2484,2019-08-08,2024-08-06,45,Other,Sales,Dubai,5,8.054771332972003,5.0,2.4188946577350166,9,5,1,Better offer
2485,2019-06-16,2022-06-15,48,Female,Product,Berlin,2,5.361008039891114,3.7527539690614455,4.212114648386663,5,5,1,Retired
2486,2012-02-03,2015-02-02,27,Male,Engineering,Remote,5,5.647212336970811,3.6858350583287725,3.726190187559642,1,13,0,
2487,2020-07-25,2024-07-24,26,Other,Product,Remote,3,5.362189662088226,2.0429902209142905,4.273494771453477,1,4,1,Lack of growth
2488,2021-06-28,2021-06-28,40,Other,Product,Berlin,3,7.250334296350945,4.254673341075149,3.574206898069821,7,3,0,
2489,2013-12-13,2017-12-12,44,Male,Product,Dubai,4,6.299301200290424,3.6067135528291754,1.6869464499008688,7,11,0,
2490,2020-07-28,2021-07-28,32,Male,Product,Berlin,4,6.3268072941593285,1.4348151278788097,4.709723683339921,0,4,0,
2491,2015-02-15,2019-02-14,39,Female,HR,New York,1,4.851881762623925,4.514586253261467,4.4380690259771765,9,10,1,Lack of growth
2492,2013-02-04,2020-02-03,44,Male,Marketing,New York,4,8.177082955118522,4.421936378007617,4.521691924115185,8,12,0,
2493,2020-04-24,2024-04-23,47,Male,Marketing,New York,2,6.716024244877997,2.029529306295697,3.7603331931148958,1,4,0,
2494,2014-11-11,2024-11-08,53,Female,Product,New York,4,7.809582523336267,2.7851927410085295,5.0,1,10,0,
2495,2014-05-20,2020-05-18,39,Male,Engineering,New York,2,6.721792860326825,5.0,4.209988500722534,6,10,0,
2496,2020-01-03,2022-01-02,44,Male,Sales,Dubai,1,8.17243913810271,3.7454986817943126,3.1937753941828597,10,5,0,
2497,2017-12-20,2021-12-19,54,Female,HR,Dubai,4,5.4490093941509326,3.8128095126387387,4.21478693069345,9,7,1,Manager conflict
2498,2014-11-04,2017-11-03,39,Other,Product,Remote,3,5.2841364471558165,3.2955003412301638,5.0,8,10,1,Manager conflict
2499,2020-08-06,2020-08-06,28,Other,Product,Berlin,4,5.891310257892097,3.187071032809986,4.24226762837351,10,4,0,
2500,2014-02-27,2022-02-25,46,Other,Product,Dubai,4,10.0,4.367353378918877,4.697453378953106,1,11,0,
2501,2022-07-06,2022-07-06,55,Other,HR,Berlin,3,4.843412479303202,3.620198558746055,4.04097480359816,4,2,0,
2502,2018-11-18,2024-11-16,43,Male,Marketing,Dubai,4,6.919372127148976,2.815660542460178,2.174982628713482,5,6,1,Lack of growth
2503,2017-05-16,2021-05-15,35,Female,Product,Berlin,4,8.772222160727326,1.4291499920672095,3.584123988376762,1,7,0,
2504,2014-05-19,2022-05-17,30,Other,Product,Berlin,4,6.555909333718711,3.9780378151922835,1.7724702430414072,0,10,1,Manager conflict
2505,2016-09-02,2024-08-31,41,Female,Engineering,Dubai,5,9.549186060085129,3.8674646640559156,4.371417585194403,3,8,1,Manager conflict
2506,2021-11-15,2024-11-14,45,Male,Engineering,New York,1,2.2325619469176363,3.2190115713174006,2.734144391234442,0,3,0,
2507,2020-04-01,2025-03-31,51,Female,Engineering,Berlin,1,6.622375529579778,3.4236189813271642,4.043594332508843,8,5,0,
2508,2015-12-11,2023-12-09,31,Female,HR,Dubai,1,7.488405875859962,3.0967044180829078,4.78742178874519,5,9,1,Relocation
2509,2014-12-10,2023-12-08,37,Other,Sales,Dubai,5,4.721016519023106,3.0553099728471276,2.0209273250111837,2,10,1,Lack of growth
2510,2014-09-12,2015-09-12,27,Male,Product,Berlin,1,10.0,3.7736601192125017,5.0,5,10,0,
2511,2021-02-25,2022-02-25,43,Female,Product,Berlin,2,6.156048512702356,3.872519667091671,5.0,9,4,0,
2512,2021-05-01,2022-05-01,52,Male,Marketing,Berlin,5,4.739367649984064,3.0611500095218287,2.133126190860379,4,3,0,
2513,2021-02-02,2022-02-02,48,Other,Engineering,Remote,2,4.014133306178863,3.188575650646455,3.5578265056974825,0,4,0,
2514,2017-01-26,2019-01-26,25,Female,Sales,Berlin,3,6.655938198766597,4.173133692232969,3.8661024856481037,10,8,0,
2515,2013-01-27,2018-01-26,47,Other,Product,Dubai,4,7.056250979072209,1.8741079726255039,3.4626373540216693,10,12,0,
2516,2021-05-25,2023-05-25,29,Female,Marketing,Remote,4,7.1683978863435325,2.6417839682283732,2.8444831889870423,5,3,0,
2517,2012-04-19,2024-04-16,40,Other,HR,Dubai,1,3.695053331129576,3.4597838637711984,2.488984892031086,0,12,1,Retired
2518,2019-02-03,2020-02-03,49,Female,Sales,Remote,2,8.376415241102576,2.1521850539905945,2.7085620986607664,3,6,0,
2519,2022-04-22,2024-04-21,44,Other,Sales,Dubai,2,9.852006264194657,3.317082626063708,2.7766391535631683,2,2,0,
2520,2012-07-04,2013-07-04,34,Other,Marketing,Remote,4,7.435928051252642,5.0,3.286198291644113,0,12,0,
2521,2013-07-28,2013-07-28,34,Male,Engineering,Remote,3,6.060560490265417,2.651214499688979,3.7177949210008334,6,11,0,
2522,2022-06-20,2024-06-19,55,Other,Engineering,Berlin,4,6.5052997880011105,3.4690546251461094,3.6446468305636484,5,2,0,
2523,2013-05-17,2017-05-16,47,Male,Sales,New York,4,10.0,2.152445132890904,2.671255575890686,9,11,0,
2524,2013-01-26,2023-01-24,32,Female,HR,Berlin,1,4.602573250952474,2.6397001578083854,2.965428327008577,10,12,1,Relocation
2525,2012-01-19,2017-01-17,54,Other,Product,Berlin,2,5.893121225726016,2.6993588355481117,2.981812940690069,6,13,1,Relocation
2526,2019-03-06,2025-03-04,24,Female,Sales,New York,2,4.274590809986998,4.5179570524293595,1.944741568611286,2,6,0,
2527,2020-11-26,2021-11-26,44,Male,Engineering,Dubai,5,6.398153645072606,4.063099927550725,1.5735486683402224,8,4,1,Lack of growth
2528,2015-07-22,2020-07-20,34,Male,Sales,Berlin,4,6.783307636502037,3.33304116934705,2.10370532000118,0,9,1,Relocation
2529,2022-09-11,2022-09-11,36,Other,Sales,Berlin,3,6.568409369076151,2.645375358244934,2.9516097994097223,4,2,0,
2530,2021-07-26,2024-07-25,28,Male,Engineering,Dubai,3,3.6835464633851,2.1977086043136778,2.0088648394351667,2,3,1,Manager conflict
2531,2022-07-28,2022-07-28,50,Other,Sales,New York,3,5.198523001243895,3.1454245452626988,4.633986924042384,7,2,0,
2532,2021-03-21,2022-03-21,42,Male,Sales,Remote,4,7.327425427242619,1.023207933122913,4.101308011170526,8,4,1,Retired
2533,2012-01-20,2013-01-19,44,Other,Product,New York,3,5.1785369882220555,4.65288804512874,3.892027358410047,8,13,0,
2534,2017-03-28,2025-03-26,44,Female,Engineering,Berlin,5,4.028417176987148,4.140026618384329,3.9276951002412512,0,8,0,
2535,2016-02-10,2018-02-09,32,Female,HR,Remote,5,10.0,2.4456198047545836,4.166535418643515,6,9,0,
2536,2013-02-18,2022-02-16,50,Female,Product,Remote,5,10.0,4.236763345167897,4.242632396173563,6,12,0,
2537,2021-01-10,2024-01-10,50,Other,Sales,New York,5,4.468467066151678,3.4699032927094673,3.207820613861921,10,4,0,
2538,2017-02-24,2018-02-24,30,Other,Marketing,Dubai,3,5.2371767264917395,3.7335950812615764,5.0,2,8,0,
2539,2017-09-10,2022-09-09,39,Other,HR,Berlin,2,6.393747722491087,3.7034146733895823,3.4814349862795453,2,7,0,
2540,2017-09-27,2024-09-25,30,Other,Sales,New York,4,4.538674175539931,4.954749535370588,5.0,0,7,1,Relocation
2541,2017-08-03,2018-08-03,51,Male,Marketing,Dubai,1,7.478261113298576,3.555170637871464,3.4992698212132525,9,7,1,Relocation
2542,2017-01-04,2022-01-03,34,Female,Engineering,Dubai,1,8.893254241654486,2.9273729973044884,3.674981717625547,5,8,0,
2543,2012-04-12,2019-04-11,36,Male,HR,New York,2,5.878057067027855,3.9025162097353214,4.303326045850962,3,12,0,
2544,2013-04-25,2013-04-25,48,Female,Sales,Berlin,3,6.27574711277731,2.6589118729880314,1.0959921715886702,10,11,0,
2545,2022-01-23,2024-01-23,40,Male,Sales,Berlin,2,8.874854303364,4.0212299906445415,5.0,4,3,0,
2546,2017-09-05,2017-09-05,41,Other,Sales,Berlin,3,6.102861626238079,4.746361215877223,1.9705749513378434,4,7,0,
2547,2014-02-03,2014-02-03,36,Other,HR,Dubai,1,5.273306034751894,3.671590259139284,4.613998080051481,7,11,1,Manager conflict
2548,2013-11-07,2017-11-06,38,Female,Marketing,New York,4,6.639636901743037,2.6061835694183872,2.1751692398331377,0,11,1,Relocation
2549,2014-05-09,2022-05-07,34,Female,Marketing,New York,3,7.181892247033867,3.2480850671288426,3.3652689576197976,5,10,0,
2550,2012-08-21,2022-08-19,34,Other,Engineering,Berlin,4,4.82595980711777,2.9459192036597743,1.2769314382886474,3,12,1,Retired
2551,2013-07-27,2013-07-27,53,Other,Engineering,New York,4,7.216811583511792,2.8969921999262693,4.927774360240249,3,11,0,
2552,2019-08-18,2020-08-17,53,Other,Product,Remote,2,10.0,3.9972375030393548,2.2081020150113444,3,5,0,
2553,2019-06-01,2019-06-01,51,Other,Marketing,Dubai,2,9.4543514667366,5.0,5.0,10,5,0,
2554,2014-02-13,2023-02-11,34,Male,Sales,Dubai,2,8.186619256612218,2.9972737060673347,3.6788213698059864,1,11,0,
2555,2021-06-16,2024-06-15,49,Other,Engineering,Remote,2,6.313591929185493,2.780587787173198,4.409434362123651,0,3,0,
2556,2014-07-13,2023-07-11,53,Other,HR,Dubai,5,5.952270413185913,4.5399820252783165,2.651350111970802,6,10,0,
2557,2014-06-10,2023-06-08,38,Other,HR,New York,5,6.479583406778924,3.7817405484662885,5.0,8,10,0,
2558,2018-01-25,2018-01-25,28,Female,HR,New York,4,8.90688507850258,3.763974309436158,1.9593753357696333,5,7,1,Relocation
2559,2017-06-05,2017-06-05,53,Female,HR,Remote,5,4.978798671149722,4.070940993942198,3.6420200787862127,8,7,0,
2560,2021-12-15,2023-12-15,31,Female,HR,New York,1,7.2831023505201875,3.560787683319983,3.923863018196954,10,3,1,Relocation
2561,2018-04-22,2020-04-21,41,Male,Sales,Berlin,2,10.0,4.4252930537162785,3.01855888926759,2,6,1,Manager conflict
2562,2021-08-05,2023-08-05,46,Other,Product,New York,3,3.430841405238376,2.3549129752914637,4.53030865511864,3,3,0,
2563,2012-06-09,2015-06-09,33,Female,Marketing,Dubai,4,4.407587805847385,2.3127297743383304,4.5473478071385856,5,12,0,
2564,2016-03-19,2019-03-19,37,Other,HR,Remote,3,4.8454715254495735,3.164770549968469,5.0,8,9,0,
2565,2016-02-08,2023-02-06,23,Female,Product,Remote,4,7.348603599904376,3.5385980321572945,2.0462701831474126,0,9,0,
2566,2014-06-13,2021-06-11,51,Female,Engineering,Dubai,5,5.398136862270002,3.7387379252913564,1.9713952098389549,1,10,1,Better offer
2567,2019-02-25,2022-02-24,53,Other,Marketing,Dubai,3,6.19061933773089,4.213877444090137,3.6188173393847087,8,6,1,Retired
2568,2019-02-03,2021-02-02,38,Female,Product,Remote,2,5.455170543244981,4.368229253499575,2.712062562264612,10,6,0,
2569,2020-06-16,2020-06-16,54,Male,Product,Remote,5,8.945423585663862,1.83128613765387,4.859511664761241,4,4,0,
2570,2022-10-23,2023-10-23,45,Other,Product,New York,5,10.0,3.7216413718030648,1.4205684284715812,6,2,1,Retired
2571,2017-08-18,2017-08-18,34,Other,Marketing,Berlin,2,7.754704777088731,3.561595855372677,4.881316814538586,9,7,1,Lack of growth
2572,2020-03-03,2022-03-03,43,Other,Product,Dubai,2,7.410783888205038,2.725197821864471,2.8608718919918044,5,5,0,
2573,2021-03-28,2025-03-27,38,Other,Product,New York,1,4.498361078032765,4.240547535823682,1.9887544700408444,2,4,0,
2574,2017-11-04,2024-11-02,36,Male,Sales,Dubai,5,5.691553419249627,3.0492597226972484,1.0979527979293597,2,7,0,
2575,2019-10-10,2024-10-08,44,Female,HR,Dubai,4,4.582207677104206,2.863442790273899,4.388624183959994,0,5,0,
2576,2022-10-04,2022-10-04,44,Female,HR,Remote,3,8.410785992914715,4.281175336287599,3.241534053367908,8,2,0,
2577,2020-03-11,2023-03-11,52,Other,Sales,Berlin,3,5.168769896954291,3.2489418318012584,5.0,10,5,1,Retired
2578,2012-09-02,2019-09-01,52,Male,Engineering,Remote,4,6.181597210041883,4.062619878734862,2.176116465877282,8,12,0,
2579,2013-11-09,2013-11-09,53,Other,Engineering,Dubai,3,7.623596328655597,3.762632367108165,1.0,0,11,0,
2580,2022-04-05,2022-04-05,49,Male,Sales,Berlin,1,6.5513329101074245,3.212146355419104,4.6980405426451615,10,2,0,
2581,2014-12-10,2016-12-09,41,Other,HR,Dubai,4,4.468673538240348,4.038211605492258,1.8566434704127304,5,10,1,Retired
2582,2022-11-28,2023-11-28,52,Other,Sales,Dubai,3,10.0,2.703519381501638,1.7323092283224633,9,2,0,
2583,2012-10-22,2022-10-20,28,Female,Marketing,Dubai,2,7.161226522180812,2.9346500474989057,3.6720871532855655,4,12,0,
2584,2018-10-21,2019-10-21,47,Male,HR,Berlin,4,7.650713449040252,2.915272964227167,1.379257755198081,2,6,1,Better offer
2585,2021-07-22,2023-07-22,34,Male,Marketing,Berlin,3,6.358164516866993,2.5522872977304942,1.4483540242996797,7,3,0,
2586,2018-12-13,2020-12-12,45,Female,Product,Remote,3,6.937900024775171,2.449107767601304,4.776744724667861,3,6,0,
2587,2014-03-06,2016-03-05,24,Male,Marketing,New York,5,5.910955818374726,2.848313081308797,3.344492467191145,5,11,1,Manager conflict
2588,2015-09-24,2018-09-23,42,Other,HR,Berlin,5,5.38525534297599,5.0,4.1948915610506035,8,9,0,
2589,2019-07-24,2024-07-22,54,Other,Sales,Dubai,4,2.4957148935188984,2.3313525700596887,2.9659311873352965,8,5,0,
2590,2017-10-18,2017-10-18,47,Male,Marketing,New York,5,7.583785640951811,4.382758719419752,5.0,8,7,1,Retired
2591,2019-10-18,2023-10-17,43,Other,Product,New York,2,6.373393554437326,3.421411607085643,4.938042283248151,5,5,1,Better offer
2592,2021-12-21,2023-12-21,31,Female,Marketing,Dubai,3,6.52867284435152,2.871669165410449,3.259719997531968,7,3,0,
2593,2019-04-08,2021-04-07,37,Female,Product,Berlin,2,8.809995121083235,3.6936617645167993,3.503511160015325,8,5,0,
2594,2013-10-23,2016-10-22,49,Female,Sales,Dubai,3,6.855816782823309,5.0,4.074616241399092,4,11,0,
2595,2020-06-11,2023-06-11,30,Male,Engineering,Berlin,4,6.981893763998636,1.9560311015247664,4.262552130595894,8,4,1,Lack of growth
2596,2021-03-14,2022-03-14,48,Male,Marketing,Berlin,2,4.12716694056598,2.545561373709037,4.108298864163573,5,4,1,Relocation
2597,2018-11-21,2019-11-21,50,Male,Engineering,Remote,4,2.6450351449318124,3.112848944150176,4.643642438117309,4,6,0,
2598,2015-08-03,2017-08-02,30,Other,HR,Remote,1,7.426448912000269,3.8155229409202533,3.442569286816691,7,9,0,
2599,2014-12-27,2018-12-26,27,Other,HR,New York,2,7.553805657366746,1.8349967649191623,2.508410644621592,1,10,1,Lack of growth
2600,2017-01-04,2020-01-04,42,Male,Marketing,Remote,4,4.316029290237067,4.742437286525691,3.1919659662507343,5,8,1,Retired
2601,2015-07-16,2015-07-16,44,Male,Marketing,Dubai,1,7.47348300431612,3.6973134122902667,4.428257138128422,7,9,0,
2602,2020-06-10,2022-06-10,48,Other,Engineering,Remote,5,4.3981176676220795,3.1596595171170967,3.229132842065438,7,4,1,Better offer
2603,2012-01-20,2023-01-17,49,Female,HR,Dubai,5,8.609784825103494,4.444042148149085,2.0880018111374157,10,13,0,
2604,2014-10-28,2019-10-27,46,Female,HR,Remote,2,9.001416236538303,2.968068491707908,5.0,9,10,0,
2605,2021-04-26,2024-04-25,36,Female,Marketing,New York,4,4.595091516569547,2.818260065885132,2.9657775054101037,1,3,1,Manager conflict
2606,2017-06-12,2022-06-11,44,Female,Marketing,Berlin,1,5.985221467430139,2.6806584072654265,4.890166395767993,1,7,0,
2607,2020-10-25,2021-10-25,45,Other,Engineering,Dubai,5,7.73023771165085,5.0,3.2871721416321087,10,4,0,
2608,2021-10-12,2022-10-12,37,Other,Engineering,Remote,2,6.886930741976479,3.8629957034326874,2.091643528943843,1,3,0,
2609,2014-10-17,2020-10-15,32,Other,Product,New York,5,10.0,3.8932951381664807,4.827748582753573,0,10,1,Manager conflict
2610,2017-12-03,2021-12-02,35,Male,Engineering,New York,3,6.008303365112034,2.6082241689749943,1.0,7,7,1,Retired
2611,2021-02-13,2021-02-13,31,Male,HR,New York,5,3.289090601921844,2.7647252806224443,3.730597083239918,9,4,1,Retired
2612,2022-06-23,2023-06-23,47,Male,HR,Dubai,2,3.360653749943053,2.4121069878907417,2.6789093833817077,7,2,0,
2613,2014-07-11,2020-07-09,50,Male,Product,New York,2,6.574588159641324,2.596194621564452,3.724200167313142,6,10,1,Lack of growth
2614,2015-01-24,2022-01-22,37,Male,Engineering,Berlin,2,3.560763391987419,4.277735047247854,3.589623011164263,1,10,1,Relocation
2615,2015-11-02,2015-11-02,34,Other,Product,Berlin,1,7.33731286130573,2.659578711741431,2.8976914404464083,8,9,1,Relocation
2616,2015-11-06,2020-11-04,51,Other,Marketing,Remote,2,7.145765603258474,3.351043439165053,2.42329119790896,7,9,0,
2617,2019-06-09,2023-06-08,51,Male,Product,Berlin,4,9.8043399557357,3.053647494799053,2.1235870219471016,8,5,0,
2618,2014-03-09,2018-03-08,23,Male,Marketing,Dubai,5,8.416272315222809,3.2915492217306968,4.201674909371046,1,11,0,
2619,2018-01-03,2025-01-01,31,Other,Marketing,Remote,2,3.4253623004059572,3.9315315011504475,4.723842714202077,9,7,0,
2620,2018-06-11,2023-06-10,37,Male,Engineering,Remote,4,7.430535213544291,4.622070344896747,5.0,6,6,0,
2621,2014-12-10,2021-12-08,34,Other,HR,Dubai,2,6.041003168513371,3.9987109098498097,2.732454873273534,5,10,0,
2622,2016-03-01,2024-02-28,41,Female,Sales,Remote,3,3.7105513101150054,3.716701144806568,5.0,6,9,0,
2623,2014-07-01,2016-06-30,41,Male,Product,New York,4,5.448177758781079,2.330459019548824,2.75712911600094,5,10,0,
2624,2022-05-24,2024-05-23,36,Other,Marketing,Remote,2,10.0,2.4606283940690203,2.4580631218400475,5,2,1,Retired
2625,2021-05-01,2022-05-01,53,Female,Marketing,Dubai,5,3.904543248637535,2.0378895448045853,4.711503161469432,5,3,0,
2626,2016-10-24,2016-10-24,24,Male,Marketing,New York,1,3.470852981882887,3.854861644654998,3.9716050482298226,4,8,0,
2627,2016-12-09,2022-12-08,35,Male,HR,Dubai,1,5.623145265569454,4.1116015615496835,3.545076021657334,7,8,0,
2628,2017-09-03,2019-09-03,27,Male,HR,New York,3,6.195962188734605,4.405645903303796,3.682783751845469,4,7,0,
2629,2022-03-14,2022-03-14,34,Other,Product,Remote,1,6.15291185495652,3.9652288964594633,5.0,0,3,1,Retired
2630,2019-04-09,2020-04-08,25,Female,Marketing,Remote,2,7.289540800600394,1.2426070177890205,3.384986755153778,9,5,0,
2631,2016-11-27,2022-11-26,46,Other,Engineering,New York,5,7.4306879879157535,2.345644104951866,2.1341048647280845,5,8,1,Relocation
2632,2016-11-14,2019-11-14,54,Female,Sales,Dubai,4,5.063602478988477,3.8914695928703766,5.0,2,8,1,Retired
2633,2013-12-16,2015-12-16,43,Female,Marketing,Remote,2,4.079476418306122,4.928234214474691,1.4329547088874381,9,11,1,Better offer
2634,2012-09-21,2021-09-19,27,Other,Product,Remote,1,6.063661635098341,4.326145616040516,3.885983191509903,8,12,0,
2635,2022-05-11,2024-05-10,44,Female,Engineering,Berlin,5,4.886459095994962,3.422517225668114,4.173733353031942,5,2,0,
2636,2012-04-14,2021-04-12,53,Male,Engineering,New York,1,5.565718603364219,3.7881500415402547,3.9306176872147027,2,12,0,
2637,2013-04-11,2020-04-09,35,Other,Engineering,Remote,5,5.018125772633755,4.355893305405214,2.632381162056719,4,11,0,
2638,2013-05-15,2023-05-13,48,Female,Marketing,New York,2,5.867853282316528,2.9267314139607823,1.5471842318199487,4,11,1,Retired
2639,2013-02-26,2016-02-26,43,Female,HR,New York,3,6.136324716816196,1.0625302635594074,4.6945487251486,5,12,0,
2640,2021-01-15,2022-01-15,27,Other,Marketing,Remote,3,4.985116309767816,2.644397778192259,4.304440887048223,7,4,0,
2641,2022-07-08,2024-07-07,45,Female,Sales,Berlin,3,8.79322546217719,3.9541618495101982,5.0,9,2,0,
2642,2015-07-03,2015-07-03,35,Male,Sales,Dubai,3,6.085302013123308,5.0,3.352131904485522,10,9,0,
2643,2017-02-18,2024-02-17,39,Female,Engineering,New York,4,7.274401674932811,5.0,1.2788634125092964,7,8,0,
